hotel,fecha,puntuacion,nombre,titulo,positivo,negativo
Vitoria,Escrito en 2 de marzo de 2024,Sin puntuación,Jose,Excepcional,Orden y limpieza,
Vitoria,Escrito en 2 de marzo de 2024,Sin puntuación,Jose,Excepcional,Limpieza ordenado y cerca del centro,
Vitoria,Escrito en 2 de marzo de 2024,Sin puntuación,Jose,“Apartamento perfecto para desconectar en Vitoria”,"Nos pusieron en una habitación superior porque había disponibilidad sin cobrarnos más. Todo el hotel cuenta con un olor muy agradable. Te dan un kit de bienvenida con unos cafés, agua y una bolsa de patatas. La cocina está totalmente equipada. Tiene un supermercado justo al lado de la entrada. El apartamento en general es muy acogedor. El baño no tiene bidet pero cuenta con ducha higiénica para el inodoro.",No había consigna para dejar las maletas. La cama no era cómoda y el edredón estaba manchado.
Vitoria,Escrito en 1 de marzo de 2024,Sin puntuación,Miguel,“Muy cómodo y bien situado”,"Era muy cómodo, bien situado y estaba limpio en general. La cama bastante cómoda.","La pared, ya que tenía manchas."
Vitoria,Escrito en 29 de febrero de 2024,Sin puntuación,Eva,“Máxima comodidad”,La limpieza y la comodidad fueron lo mejor del apartamento. Aparte todo está digitalizado haciendo la entrada y salida más ágil y fácil para todos.,
Vitoria,Escrito en 29 de febrero de 2024,Sin puntuación,Abio,Fantástico,Muy bonito y limpio,
Vitoria,Escrito en 29 de enero de 2024,Sin puntuación,Josep,Excepcional,"Apartamento muy acojedor, limpio y con todas las necesidades cubiertas.","Pareciamos barras de pan dentro de un horno, no pudimos bajar la potencia de la calefacción, incluso poneindolo en modo Antartida."
Vitoria,Escrito en 29 de enero de 2024,Sin puntuación,Nuño,Muy bien,El espacio y su configuración para estar en familia sin sensación de agobio.,"La calefacción no se podía regular y las ventana tienen una apertura limitante, por lo que perdimos confortabilidad por el calor."
Vitoria,Escrito en 29 de enero de 2024,Sin puntuación,Covadonga,Fantástico,Amplío y bien decorado y equipado. Acogedor.,"El colchón del sofá cama es muy fino. Y en las duchas no hay suficiente presión de agua, salía poca agua."
Vitoria,Escrito en 28 de enero de 2024,Sin puntuación,Mikel,“Muy buena opción”,"Fantástico apartahotel, muy bien situado. Limpio, cómodo y funcional.",
Vitoria,Escrito en 28 de enero de 2024,Sin puntuación,Teodosia,Fantástico,"El apartamento es cómodo , está limpio y bastante nuevo , el parking está muy bien",El sofá no es muy comodo
Vitoria,Escrito en 28 de enero de 2024,Sin puntuación,Jordan,“Lo mejor”,Todo,Nada
Vitoria,Escrito en 28 de enero de 2024,Sin puntuación,Blas,“Apartamento excepcional. Bonito cálido y acogedor”,"Apartamento amplio, cálido moderno de instalaciones, muy cómodo y bien ubicado.
Aportaba una camita, comedero y bebedero para el perro",
Vitoria,Escrito en 27 de enero de 2024,Sin puntuación,Azabalatxa,Bien,La ubicación era la necesaria para lo que queríamos y el apartamento estaba bien.,
Vitoria,Escrito en 26 de enero de 2024,Sin puntuación,Veronica,Excepcional,Muy confortable y espacioso,No tiene consiga a pesar de estar señalizada
Vitoria,Escrito en 26 de enero de 2024,Sin puntuación,Ines,Fantástico,Todo perfecto,
Vitoria,Escrito en 25 de enero de 2024,Sin puntuación,Herrero,“Muy cómodo”,"Todo estaba limpio y en muy buenas condiciones, además de muy bien situado",Nada
Vitoria,Escrito en 24 de enero de 2024,Sin puntuación,Raquel,“Cómodo y céntrico”,"La ducha, una maravilla. La habitación muy cómoda. El check in facilísimo",Hacia mucho calor en el apartamento.
Vitoria,Escrito en 24 de enero de 2024,Sin puntuación,Begoña,“Vitoria a 10 minutos”,"Ubicación a 12 minutos del centro, sofá muy cómodo, instalación muy limpia,cuarto de baño amplio.","El sistema para el checking es poco cómodo cuando vas de viaje, porque a través de su web debes de hacerlo así como el pago, aunque es verdad que si tienes algún problema telefónicamente te lo resuelven. Los utensilios de la cocina son escasos. Hay lavavajillas pero no proporcionan el líquido necesario,ni estropajos, ni galletas, ni papel de cocina. Hay cafetera de cápsulas pero éstas las debes de comprar tú, llamé para saber si podían proporcionar una cafetera italiana y me dijeron que no y que las cápsulas las podía adquirir en el super( qué amabilidad...) En la mayoría de apartamentos a los que he ido normalmente te dan un desayuno, leche, café, o fruta.. aquí no."
Vitoria,Escrito en 23 de enero de 2024,Sin puntuación,Ángel,“Apartamento súper bonito  muy cerca del centro. Limpio y cómodo. La ducha una pasada”,"Decoración, Ducha , cama  y ubicación",Nada
Vitoria,Escrito en 22 de enero de 2024,Sin puntuación,Ildefonsa,Excepcional,"Me gustó la ubicación , limpieza y confort recomendable 100x 100","Que sea todo digital en ninguna hora en dos días de mi estancia vi una recepcionista aunque no me ha hecho falta ,pero habrá persona que lo necesita."
Vitoria,Escrito en 22 de enero de 2024,Sin puntuación,Sharoyantonio,Excepcional,Museos,
Vitoria,Escrito en 22 de enero de 2024,Sin puntuación,Irene,Excepcional,"En general el apartamento es muy cómodo. El baño y la ducha genial. Hay toallas y secador. La cocina equipada con lo necesario. El sofá cama no era lo más cómodo, pero se dormía bien. Para nosotros las almohadas muy bien.
Tuvimos que ampliar la reserva un día más y después de varias llamadas todo se resolvió sin problema. Muy amables. 
Volveríamos sin duda.","Hacía mucho calor en el apartamento. Quitamos la calefacción, pero aún así, por la noche se notaba."
Vitoria,Escrito en 22 de enero de 2024,Sin puntuación,Massaccesi,Excepcional,Todo muy bien.,
Vitoria,Escrito en 22 de enero de 2024,Sin puntuación,Maria,Fantástico,El diseño y la equipación del apartamento,"Eramos tres pero el apartamento
Se preparó para dos, tuvimos que pedir edredón para la cama del sillón y solo dejaron dos juegos de toallas"
Vitoria,Escrito en 22 de enero de 2024,Sin puntuación,Raul,Fantástico,Práctico y espacioso,El sofá cama podría ser más cómodo
Vitoria,Escrito en 21 de enero de 2024,Sin puntuación,Guillermo,“Un alojamiento excelente.”,Un alojamiento excelente.,
Vitoria,Escrito en 21 de enero de 2024,Sin puntuación,Osane,“Apartamentos al detalle”,El apartamento estaba precioso … limpio y con todo los utensilios de cocina necesarios.La ubicación perfecta y con muchos sitios para aparcar en la calle de forma gratuita.La cama muy cómoda y con dos almohadas para mayor comodidad.,"Si tengo que decir algo que no nos gusto es la hora de salida de los apartamentos,las 11 es una hora muy temprana ya que muchos de los que nos alojamos disfrutamos de la noche de la ciudad y resulta muy temprano"
Vitoria,Escrito en 20 de enero de 2024,Sin puntuación,Jose,Fantástico,Todos bien,La cama sofa no muy confortable
Vitoria,Escrito en 20 de enero de 2024,Sin puntuación,Roberto,“Una estancia para conocer y descansar en Vitoria y”,"Lo limpio y ordenado que estaba, la ubicación y distancia al centro histórico.",
Vitoria,Escrito en 19 de enero de 2024,Sin puntuación,Alejandro,Muy bien,Buena ubicación y amplitud,Se echa de menos personal físico.
Vitoria,Escrito en 18 de diciembre de 2023,Sin puntuación,Zc88,Bien,,La gestión de early check in y check out late no se realizó correctamente por lo que no podía entrar en el apartamento hasta hablar con un operador.
Vitoria,Escrito en 17 de diciembre de 2023,Sin puntuación,Maria,Muy bien,La ubicación. Es bonito y estaba muy limpio.,El sofá cama para utilizar de cama no era muy cómodo.
Vitoria,Escrito en 16 de diciembre de 2023,Sin puntuación,Elena,Muy bien,"Esta muy céntrico, es todo nuevo y está muy céntrico","Por poner una pega, el sofá cama estaba roto y era un poco incómodo"
Vitoria,Escrito en 15 de diciembre de 2023,Sin puntuación,Nicoletta,Muy bien,"Estuve en otro apartamento Libere de otra ciudad, mas nuevo, y en este de Vitoria se nota que tiene unos años mas, por las instalaciones, pero en general son apartamentos muy cómodos, bien decorados y muy bien aislados. No he puntuado el personal porqué no lo hay, pero tienen un servicio a distancia que suele funcionar muy bien.","No poder abrir del todo las ventanas, pero es de entender en una 8 planta"
Vitoria,Escrito en 14 de diciembre de 2023,Sin puntuación,Elena,“Agradable”,,El colchón del sofá cama es muy fino
Vitoria,Escrito en 13 de diciembre de 2023,Sin puntuación,Eduard,“No volveré”,"Correcto, pero fuera del edificio y limitado","Habitación helada, no mantas, tardó 3 horas en calentarse"
Vitoria,Escrito en 13 de diciembre de 2023,Sin puntuación,Bárbara,“Buena ubicación”,"Está bien situado, es amplio, y tiene todos los utensilios necesarios aunque para un día no probamos muchos de ellos.","Habíamos hecho la reserva para 3 personas pero para la persona que estaba en el sofá cama, no había edredón. Por suerte ese día había una chica trabajando y se lo pedimos y cuando volvimos de pasear nos lo había dejado en la habitación. El agua de la ducha salió un momento tibia pero luego salió completamente helada."
Vitoria,Escrito en 13 de diciembre de 2023,Sin puntuación,Jaime,“Muy cómodo y práctico”,Buen desayuno en una cafetería muy próxima,"El sofá cama no fuimos capaces de colocarlo adecuadamente, pese a las explicaciones de un empleado, y al final echamos el coclhón al suelo y dormimos muy bien así,El sistema de climatización no funcionaba muy bien y la temperatura era a ratos excesiva, de casi 26ºC en diciembre, pese a poner el termostato en 21ºC"
Vitoria,Escrito en 12 de diciembre de 2023,Sin puntuación,Lucía,“Viaje prenavideño”,"La ubicación muy buena, cerca del centro.
Las instalaciones muy bien equipado.  Muy cómodo para ir con niños. Estaba muy limpio",Éramos 4 personas y sólo había 2 toallas de baño (supongo q con los bebés no cuentan) y no había nadie por la noche en recepción para pedirle
Vitoria,Escrito en 12 de diciembre de 2023,Sin puntuación,Igor,Excepcional,Localizacion,Ruido
Vitoria,Escrito en 11 de diciembre de 2023,Sin puntuación,Miguel,“Muy cómodo y con buena ubicación”,La cocina estaba muy bien equipada. En general todo estaba muy bien en la habitación. Resultaba fácil aparcar en los alrededores,"la ducha era abierta y no tenia ni plato ni mampara, por lo que era fácil que se mojara todo el baño"
Vitoria,Escrito en 10 de diciembre de 2023,Sin puntuación,Raquel,“Mejorable”,"Ubicación, instalaciones","El sofá cama es muy malo, no se puede dormir se notan los hierros 
Las almohadas de la cama demasiado blandas, parece que no tienes almohada"
Vitoria,Escrito en 10 de diciembre de 2023,Sin puntuación,Sara,"“Vacaciones muy agradables, todo muy limpio y espacioso y cómoco, ubicación inmejorable. Repetiría sin duda”","Ubicación, limpieza, modernidad, economización muy buena del espacio, equipamiento, y comodidad, fácil check in y check out.",Me gustó todo
Vitoria,Escrito en 10 de diciembre de 2023,Sin puntuación,Marta,“Todo perfecto. Sofá cama mejorable.”,Totalmente nuevo y la ubicación perfecta.,El sofá cama muy incómodo!!!
Vitoria,Escrito en 10 de diciembre de 2023,Sin puntuación,Elena,“Estupenda”,Decoración y ubicación muy bien equipado.,Que no tuviera terraza
Vitoria,Escrito en 10 de diciembre de 2023,Sin puntuación,Silvia,Muy bien,La ubicación,"No conseguimos hablar con nadie en la recepción. 
El servicio de limpieza diario, no estaba incluido en el precio.
Para desayunar hay que salir fuera del edificio."
Vitoria,Escrito en 10 de diciembre de 2023,Sin puntuación,Casdur,Excepcional,"La ubicación. El apartamento muy completo, con todo lo necesario. Nos encantó.",
Vitoria,Escrito en 10 de diciembre de 2023,Sin puntuación,Begoña,Excepcional,Todo muy limpio.,Nada
Vitoria,Escrito en 10 de diciembre de 2023,Sin puntuación,Juani,Excepcional,"El apartamento muy cómodo, limpio y bien equipado",
Vitoria,Escrito en 9 de diciembre de 2023,Sin puntuación,Raúl,Muy bien,Estaba bien localizado,"No había nadie y todo el trato era online o por teléfono, por lo que varios días, al haber problemas para entrar al aparcamiento, tenías que resolverlo por teléfono, tardando mucho más."
Vitoria,Escrito en 8 de diciembre de 2023,Sin puntuación,Rocio,“Okk”,La limpieza y que era nuevo,Q no habia personal
Vitoria,Escrito en 8 de diciembre de 2023,Sin puntuación,Julio,Bien,La ubicación,La segunda habitación la cama es muy pequeña y el sofá cama es malo y ruidoso
Vitoria,Escrito en 8 de diciembre de 2023,Sin puntuación,M,Fantástico,Ubicación,"Sin recepción física. 
Falta de tv en habitación."
Vitoria,Escrito en 7 de diciembre de 2023,Sin puntuación,Mar2728,"“Muy recomendable, todo genial.”","Buena zona. Todo nuevo. Muy amables. Lavadora con secadora (Vitoria es una ciudad muy húmeda, la secadora viene genial). Admite mascotas. Todo perfecto. Muy recomendable",No hubo nada que no me gustara.
Vitoria,Escrito en 7 de diciembre de 2023,Sin puntuación,Cristina,“Bien pero problemas con el agua caliente”,"El alojamiento es como en las fotos, muy nuevo y limpio.","Hubo problemas con el agua caliente sábado y domingo. Habíamos alargado la hora del check out hasta las 14h pero no nos pudimos duchar. Llamamos y no lo solucionaron, tampoco nos descontaron lo que habíamos pagado de más siendo que los servicios del apartamento no iban bien."
Vitoria,Escrito en 16 de octubre de 2023,Sin puntuación,Amaia,“Aparthotel nuevo y céntrico pero tranquilo”,"La ubicación muy buena, muy cerquita de todo. El aparthotel es muy silencioso, se duerme tranquilamente.Alrededor había bares y sitios para desayunar. Tiene parking privado de fácil acceso.","Para el que no esté acostumbrado con las tecnologías, resulta un poco lioso hacer los check, pero luego hay un numero de teléfono donde atienden muy amablemente cualquier duda, y ayudan a resolverla."
Vitoria,Escrito en 16 de octubre de 2023,Sin puntuación,Anna,“Muy bien todo menos el sofá cama.”,"EL menaje apartamento era todo nuevo, muy bien electrodomésticos, el baño . todo nuevoLa ubicación muy bien, hay un supermercado al lado, bares, restaurantes y panaderías. La cama muy cómoda",EL sofá cama muy ruidoso y poco cómodo.  Lo único malo del apartamento
